,MESH_CODE,最高路線価,最低路線価,平均路線価,平均最高路,平均最低路,全平均路線,geometry,lat,lng
27,N100W025,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4781791259747 34.77608205038139, 135.4836417605925 34.77610528115546, 135.4836697715158 34.77159796279341, 135.478207435211 34.77157473851675, 135.4781791259747 34.77608205038139))",135.48092452372342,34.77384002872875
28,N100W020,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4836417605925 34.77610528115546, 135.4891043896427 34.77612827399388, 135.4891321000419 34.77162095188991, 135.4836697715158 34.77159796279341, 135.4836417605925 34.77610528115546))",135.48638700557063,34.77386313812486
29,N100W015,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4891043896427 34.77612827399388, 135.4945670220706 34.776151023428, 135.4945944315283 34.77164369819126, 135.4891321000419 34.77162095188991, 135.4891043896427 34.77612827399388))",135.49184948588416,34.77388600757064
30,N100W010,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4945670220706 34.776151023428, 135.5000296522524 34.77617353027728, 135.5000567589639 34.77166620473049, 135.4945944315283 34.77164369819126, 135.4945670220706 34.776151023428))",135.49731196598324,34.77390863497338
31,N100W005,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5000296522524 34.77617353027728, 135.5054922807886 34.77619579430812, 135.5055190832735 34.77168847096347, 135.5000567589639 34.77166620473049, 135.5000296522524 34.77617353027728))",135.50277444334688,34.77393102098622
32,N100E005,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5054922807886 34.77619579430812, 135.5109549089981 34.77621781543671, 135.5109814074337 34.77171049438212, 135.5055190832735 34.77168847096347, 135.5054922807886 34.77619579430812))",135.50823691964482,34.77395316467675
33,N100E010,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5109549089981 34.77621781543671, 135.5164175221513 34.77623959887053, 135.5164437176724 34.7717322800994, 135.5109814074337 34.77171049438212, 135.5109549089981 34.77621781543671))",135.51369938858957,34.77397506802339
34,N100E015,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5164175221513 34.77623959887053, 135.5218801411697 34.77626113714991, 135.5219060337751 34.7717538207032, 135.5164437176724 34.7717322800994, 135.5164175221513 34.77623959887053))",135.51916185321645,34.77399673003203
35,N100E020,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5218801411697 34.77626113714991, 135.5273427496052 34.77628245123692, 135.5273683304916 34.77177513539067, 135.5219060337751 34.7717538207032, 135.5218801411697 34.77626113714991))",135.52462431345458,34.77401815755319
36,N100E025,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5273427496052 34.77628245123692, 135.5328053628806 34.77630352143469, 135.5328306316562 34.77179620602349, 135.5273683304916 34.77177513539067, 135.5273427496052 34.77628245123692))",135.5300867683718,34.774039349981535
37,N100E030,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5328053628806 34.77630352143469, 135.5382679766983 34.77632438312241, 135.538292934193 34.77181706280463, 135.5328306316562 34.77179620602349, 135.5328053628806 34.77630352143469))",135.53554922661323,34.77406031475348
38,N100E035,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5382679766983 34.77632438312241, 135.5437305934537 34.77634501896295, 135.5437552401488 34.77183769062226, 135.538292934193 34.77181706280463, 135.5382679766983 34.77632438312241))",135.54101168669754,34.7740810602545
39,N100E040,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5437305934537 34.77634501896295, 135.5491932134253 34.77636544873094, 135.5492175651783 34.77185810457058, 135.5437552401488 34.77183769062226, 135.5437305934537 34.77634501896295))",135.54647415442753,34.774101586013586
40,N100E045,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5491932134253 34.77636544873094, 135.5546558345713 34.77638570060856, 135.5546799182069 34.77187832617425, 135.5492175651783 34.77185810457058, 135.5491932134253 34.77636544873094))",135.55193663570338,34.77412191347924
41,N100E050,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5546558345713 34.77638570060856, 135.5601184670361 34.77640569621581, 135.5601422807411 34.77189829495401, 135.5546799182069 34.77187832617425, 135.5546558345713 34.77638570060856))",135.55739912764977,34.77414202306828
42,N100E055,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5601184670361 34.77640569621581, 135.5655811765928 34.77642531501444, 135.5656046965634 34.77191793150588, 135.5601422807411 34.77189829495401, 135.5601184670361 34.77640569621581))",135.56286165322783,34.77416182960665
43,N100E060,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5655811765928 34.77642531501444, 135.5710438913362 34.77644468852551, 135.5710671175711 34.77193732281119, 135.5656046965634 34.77191793150588, 135.5655811765928 34.77642531501444))",135.56832421850885,34.774181334648496
44,N100E065,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5710438913362 34.77644468852551, 135.5765065763246 34.77646381779667, 135.5765295128194 34.77195645058557, 135.5710671175711 34.77193732281119, 135.5710438913362 34.77644468852551))",135.5737867744595,34.774200589853116
45,N100E070,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5765065763246 34.77646381779667, 135.5819692571494 34.77648270224184, 135.5819919051623 34.77197532860947, 135.5765295128194 34.77195645058557, 135.5765065763246 34.77646381779667))",135.57924931331144,34.77421959464872
46,N100E075,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5819692571494 34.77648270224184, 135.5874318925772 34.77650135178523, 135.5874542607012 34.77199396652057, 135.5819919051623 34.77197532860947, 135.5819692571494 34.77648270224184))",135.5847118298797,34.77423835654248
47,N100E080,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5874318925772 34.77650135178523, 135.5928944831519 34.77651976634473, 135.5929165805279 34.77201236423254, 135.5874542607012 34.77199396652057, 135.5874318925772 34.77650135178523))",135.59017430575702,34.77425688084911
48,N100E085,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5928944831519 34.77651976634473, 135.5983570791952 34.77653793145581, 135.5983789065577 34.77203051245502, 135.5929165805279 34.77201236423254, 135.5928944831519 34.77651976634473))",135.5956367638826,34.774275162199814
49,N100E090,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5983789065577 34.77203051245502, 135.5983570791952 34.77653793145581, 135.6038196827191 34.77655583537396, 135.6038412426148 34.77204839960848, 135.5983789065577 34.77203051245502))",135.60109922928768,34.774293188125796
50,N095W130,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3635002006215 34.77103014447837, 135.3689623822649 34.7710585299555, 135.3689966386869 34.76655128884346, 135.3635347556231 34.76652290951383, 135.3635002006215 34.77103014447837))",135.36624849460645,34.76879073873479
51,N095W125,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3689623822649 34.7710585299555, 135.3744245586256 34.77108667078025, 135.3744585153941 34.76657942450251, 135.3689966386869 34.76655128884346, 135.3689623822649 34.7710585299555))",135.3717105239527,34.768818999130275
52,N095W120,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3744245586256 34.77108667078025, 135.3798867237849 34.77111456710125, 135.3799203798532 34.76660731701242, 135.3744585153941 34.76657942450251, 135.3744245586256 34.77108667078025))",135.37717254448916,34.76884701552957
53,N095W115,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3798867237849 34.77111456710125, 135.3853488900097 34.77114221724031, 135.3853822446874 34.76663496335728, 135.3799203798532 34.76660731701242, 135.3798867237849 34.77111456710125))",135.38263455965884,34.76887478690575
54,N095W110,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3853488900097 34.77114221724031, 135.390811015674 34.77116961379668, 135.3908440672598 34.76666235660871, 135.3853822446874 34.76663496335728, 135.3853488900097 34.77114221724031))",135.3880965544344,34.76890230859534
55,N095W105,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.390811015674 34.77116961379668, 135.3962731488213 34.77119676532464, 135.3963058971965 34.76668950484084, 135.3908440672598 34.76666235660871, 135.390811015674 34.77116961379668))",135.39355853226633,34.76892958099545
56,N095W100,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3962731488213 34.77119676532464, 135.4017352420884 34.77122365796751, 135.4017676810062 34.76671639048183, 135.3963058971965 34.76668950484084, 135.3962731488213 34.77119676532464))",135.3990204926774,34.768956600939845
57,N095W095,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4017352420884 34.77122365796751, 135.407197333118 34.77125030281404, 135.4072294617092 34.76674302771644, 135.4017676810062 34.76671639048183, 135.4017352420884 34.77122365796751))",135.40448242994339,34.76898336609148
58,N095W090,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.407197333118 34.77125030281404, 135.4126594487006 34.77127670839059, 135.4126912464893 34.76676941752284, 135.4072294617092 34.76674302771644, 135.407197333118 34.77125030281404))",135.4099443737739,34.7690098868734
59,N095W085,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4126594487006 34.77127670839059, 135.4181215861089 34.77130287382498, 135.4181530363047 34.76679556051482, 135.4126912464893 34.76676941752284, 135.4126594487006 34.77127670839059))",135.4154063313312,34.769036163986655
60,N095W080,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4181215861089 34.77130287382498, 135.4235837833509 34.77132881105546, 135.4236149150366 34.76682148510398, 135.4181530363047 34.76679556051482, 135.4181215861089 34.77130287382498))",135.42086833117202,34.769062204538564
61,N095W075,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4235837833509 34.77132881105546, 135.429046141586 34.77135455230247, 135.4290770315975 34.76684723960608, 135.4236149150366 34.76682148510398, 135.4235837833509 34.77132881105546))",135.42633046632488,34.76908803862203
62,N095W070,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.429046141586 34.77135455230247, 135.4345085062943 34.77138004839339, 135.4345391542818 34.76687274886641, 135.4290770315975 34.76684723960608, 135.429046141586 34.77135455230247))",135.4317927068823,34.76911366392132
63,N095W065,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4345085062943 34.77138004839339, 135.4399709160843 34.77140529292354, 135.4400012948643 34.76689800239919, 135.4345391542818 34.76687274886641, 135.4345085062943 34.77138004839339))",135.4372549667211,34.76913904164787
64,N095W060,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4399709160843 34.77140529292354, 135.4454333336644 34.77143029209505, 135.4454634422191 34.76692301044616, 135.4400012948643 34.76689800239919, 135.4399709160843 34.77140529292354))",135.44271724556216,34.76916416803835
65,N095W055,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4454333336644 34.77143029209505, 135.4508957103834 34.77145500173246, 135.4509255225654 34.76694771388942, 135.4454634422191 34.76692301044616, 135.4454333336644 34.77143029209505))",135.44817950256274,34.769189024925105
66,N095W050,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4508957103834 34.77145500173246, 135.4563580712057 34.77147944519793, 135.4563875756044 34.76697214487564, 135.4509255225654 34.76694771388942, 135.4508957103834 34.77145500173246))",135.45364172092155,34.76921359759857
67,N095W045,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4563580712057 34.77147944519793, 135.4618204246458 34.77150363736951, 135.4618496243257 34.76699632845284, 135.4563875756044 34.76697214487564, 135.4563580712057 34.77147944519793))",135.45910392454056,34.76923790993448
68,N095W040,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4618204246458 34.77150363736951, 135.4672827627646 34.77152757470555, 135.4673116626965 34.76702026315816, 135.4618496243257 34.76699632845284, 135.4618204246458 34.77150363736951))",135.4645661186083,34.76926197153494
69,N095W035,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4672827627646 34.77152757470555, 135.4727451051907 34.77155126921539, 135.4727737055263 34.76704395495101, 135.4673116626965 34.76702026315816, 135.4672827627646 34.77152757470555))",135.47002830905626,34.76928578611061
70,N095W030,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4727451051907 34.77155126921539, 135.478207435211 34.77157473851675, 135.4782357381366 34.76706741941717, 135.4727737055263 34.76704395495101, 135.4727451051907 34.77155126921539))",135.4754904962463,34.769309365979716
71,N095W025,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.478207435211 34.77157473851675, 135.4836697715158 34.77159796279341, 135.4836977770165 34.7670906388721, 135.4782357381366 34.76706741941717, 135.478207435211 34.77157473851675))",135.48095268070142,34.769332710355485
72,N095W020,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4836697715158 34.77159796279341, 135.4891321000419 34.77162095188991, 135.4891598041994 34.76711362624197, 135.4836977770165 34.7670906388721, 135.4836697715158 34.77159796279341))",135.4864148631116,34.76935581567182
73,N095W015,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4891321000419 34.77162095188991, 135.4945944315283 34.77164369819126, 135.4946218335983 34.76713637143377, 135.4891598041994 34.76711362624197, 135.4891321000419 34.77162095188991))",135.4918770422,34.76937868271235
74,N095W010,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4945944315283 34.77164369819126, 135.5000567589639 34.77166620473049, 135.5000838584042 34.7671588788555, 135.4946218335983 34.76713637143377, 135.4945944315283 34.77164369819126))",135.4973392202828,34.769401309111544
75,N095W005,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5000567589639 34.77166620473049, 135.5055190832735 34.77168847096347, 135.5055458797568 34.76718114766422, 135.5000838584042 34.7671588788555, 135.5000567589639 34.77166620473049))",135.5028013945902,34.76942369638334
76,N095E005,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5055190832735 34.77168847096347, 135.5109814074337 34.77171049438212, 135.5110079008448 34.76720317383577, 135.5055458797568 34.76718114766422, 135.5055190832735 34.77168847096347))",135.50826356730258,34.76944584254913
77,N095E010,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5109814074337 34.77171049438212, 135.5164437176724 34.7717322800994, 135.5164699082284 34.76722496258865, 135.5110079008448 34.76720317383577, 135.5109814074337 34.77171049438212))",135.5137257329946,34.76946774854915
78,N095E015,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5164437176724 34.7717322800994, 135.5219060337751 34.7717538207032, 135.5219319214747 34.76724650625683, 135.5164699082284 34.76722496258865, 135.5164437176724 34.7717322800994))",135.51918789473729,34.769489413234766
79,N095E020,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5219060337751 34.7717538207032, 135.5273683304916 34.77177513539067, 135.5273939112195 34.76726782078548, 135.5219319214747 34.76724650625683, 135.5219060337751 34.7717538207032))",135.52465004901478,34.76951084189243
80,N095E025,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5273683304916 34.77177513539067, 135.5328306316562 34.77179620602349, 135.532855905264 34.76728889105294, 135.5273939112195 34.76726782078548, 135.5273683304916 34.77177513539067))",135.53011219445597,34.769532034431904
81,N095E030,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5328306316562 34.77179620602349, 135.538292934193 34.77181706280463, 135.5383178964022 34.76730973475011, 135.532855905264 34.76728889105294, 135.5328306316562 34.77179620602349))",135.53557434296076,34.76955299508058
82,N095E050,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5546799182069 34.77187832617425, 135.5601422807411 34.77189829495401, 135.5601660996443 34.76739090720898, 135.5547040052346 34.76737094974541, 135.5546799182069 34.77187832617425))",135.55742307690252,34.76963463796608
83,N095E055,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5601422807411 34.77189829495401, 135.5656046965634 34.77191793150588, 135.5656282257274 34.76741055044584, 135.5601660996443 34.76739090720898, 135.5601422807411 34.77189829495401))",135.56288532478413,34.769654440947114
84,N095E060,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5656046965634 34.77191793150588, 135.5710671175711 34.77193732281119, 135.5710903569343 34.76742994864686, 135.5656282257274 34.76741055044584, 135.5656046965634 34.77191793150588))",135.5683475982954,34.76967395827501
85,N095E065,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5710671175711 34.77193732281119, 135.5765295128194 34.77195645058557, 135.5765524657873 34.76744907203184, 135.5710903569343 34.76742994864686, 135.5710671175711 34.77193732281119))",135.5738098635191,34.76969321821539
86,N095E070,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5765295128194 34.77195645058557, 135.5819919051623 34.77197532860947, 135.5820145727564 34.76746794298323, 135.5765524657873 34.76744907203184, 135.5765295128194 34.77195645058557))",135.5792721146467,34.769712218180686
87,N095E075,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5819919051623 34.77197532860947, 135.5874542607012 34.77199396652057, 135.5874766478126 34.76748656943987, 135.5820145727564 34.76746794298323, 135.5819919051623 34.77197532860947))",135.58473434757184,34.76973097118326
88,N095E080,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5874542607012 34.77199396652057, 135.5929165805279 34.77201236423254, 135.5929386925648 34.76750495142174, 135.5874766478126 34.76748656943987, 135.5874542607012 34.77199396652057))",135.59019654680324,34.76974948182974
89,N095E085,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5929165805279 34.77201236423254, 135.5983789065577 34.77203051245502, 135.5984007428668 34.76752308471286, 135.5929386925648 34.76750495142174, 135.5929165805279 34.77201236423254))",135.59565873195217,34.76976774717592
90,N095E090,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.5983789065577 34.77203051245502, 135.6038412426148 34.77204839960848, 135.6038628007022 34.7675409599828, 135.5984007428668 34.76752308471286, 135.5983789065577 34.77203051245502))",135.6011209242013,34.76978575832955
91,N090W130,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3635347556231 34.76652290951383, 135.3689966386869 34.76655128884346, 135.3690308892207 34.76204404195484, 135.3635693036489 34.76201566866786, 135.3635347556231 34.76652290951383))",135.36628289709284,34.76428349770825
92,N090W125,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3689966386869 34.76655128884346, 135.3744585153941 34.76657942450251, 135.374492467674 34.76207217273402, 135.3690308892207 34.76204404195484, 135.3689966386869 34.76655128884346))",135.37174462792635,34.76431175252317
93,N090W120,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3744585153941 34.76657942450251, 135.3799203798532 34.76660731701242, 135.3799540333266 34.76210006190909, 135.374492467674 34.76207217273402, 135.3744585153941 34.76657942450251))",135.3772063490905,34.764339764590424
94,N090W115,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3799203798532 34.76660731701242, 135.3853822446874 34.76663496335728, 135.3854155988346 34.76212770498997, 135.3799540333266 34.76210006190909, 135.3799203798532 34.76660731701242))",135.38266806419904,34.76436753240379
95,N090W110,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3853822446874 34.76663496335728, 135.3908440672598 34.76666235660871, 135.3908771212871 34.76215509564547, 135.3854155988346 34.76212770498997, 135.3853822446874 34.76663496335728))",135.3881297579753,34.76439505079103
96,N090W105,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3908440672598 34.76666235660871, 135.3963058971965 34.76668950484084, 135.3963386511024 34.76218224132258, 135.3908771212871 34.76215509564547, 135.3908440672598 34.76666235660871))",135.39359143416812,34.76442232024511
97,N090W100,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.3963058971965 34.76668950484084, 135.4017676810062 34.76671639048183, 135.4018001277711 34.76220912100511, 135.3963386511024 34.76218224132258, 135.3963058971965 34.76668950484084))",135.39905308956526,34.76444933553962
98,N090W095,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((135.4017676810062 34.76671639048183, 135.4072294617092 34.76674302771644, 135.4072616004741 34.76223575182828, 135.4018001277711 34.76220912100511, 135.4017676810062 34.76671639048183))",135.4045147180841,34.76447609394447
