,世帯数分布(抽出率調整),集計世帯数,世帯人員(人),18歳未満人員(人),65歳以上人員(人),うち無職者人員(人),有業人員(人),世帯主の年齢(歳),持家率(％),家賃・地代を支払っている世帯の割合(％),消費支出,食料,穀類,米,パン,麺類,他の穀類,魚介類,生鮮魚介,塩干魚介,魚肉練製品,他の魚介加工品,肉類,生鮮肉,加工肉,乳卵類,牛乳,乳製品,卵,野菜・海藻,生鮮野菜,乾物・海藻,大豆加工品,他の野菜・海藻加工品,果物,生鮮果物,果物加工品,油脂・調味料,油脂,調味料,菓子類,調理食品,主食的調理食品,他の調理食品,飲料,茶類,コーヒー・ココア,他の飲料,酒類,外食,一般外食,学校給食,住居,家賃地代,設備修繕・維持,設備材料,工事その他のサービス,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,家事用耐久財,冷暖房用器具,一般家具,室内装備・装飾品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,和服,洋服,男子用洋服,婦人用洋服,子供用洋服,シャツ・セーター類,男子用シャツ・セーター類,婦人用シャツ・セーター類,子供用シャツ・セーター類,下着類,男子用下着類,婦人用下着類,子供用下着類,生地・糸類,他の被服,履物類,被服関連サービス,保健医療,医薬品,健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,自動車等購入,自転車購入,自動車等維持,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,宿泊料,パック旅行費,月謝類,他の教養娯楽サービス,その他の消費支出,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,こづかい(使途不明),交際費,贈与金,他の交際費,仕送り金,財・サービス支出計,財(商品),耐久財,半耐久財,非耐久財,サービス,食料(財・サービス),非耐久財(食料),サービス(食料),住居(財・サービス),耐久財(住居),半耐久財(住居),サービス(住居),家具・家事用品(財・サービス),耐久財(家具・家事用品),半耐久財(家具・家事用品),非耐久財(家具・家事用品),サービス(家具・家事用品),被服及び履物(財・サービス),半耐久財(被服及び履物),サービス(被服及び履物),保健医療(財・サービス),耐久財(保健医療),半耐久財(保健医療),非耐久財(保健医療),サービス(保健医療),交通・通信(財・サービス),耐久財(交通・通信),半耐久財(交通・通信),非耐久財(交通・通信),サービス(交通・通信),教育(財・サービス),非耐久財(教育),サービス(教育),教養娯楽(財・サービス),耐久財(教養娯楽),半耐久財(教養娯楽),非耐久財(教養娯楽),サービス(教養娯楽),諸雑費(財・サービス),耐久財(諸雑費),半耐久財(諸雑費),非耐久財(諸雑費),サービス(諸雑費),調整集計世帯数,教養娯楽関係費,耐久財(教養娯楽関係費),他の教養娯楽関係費,読書,聴視・観覧,旅行,スポーツ,月謝,会費・つきあい費,その他の教養娯楽,消費支出(再掲),基礎的支出,選択的支出
2011-08-01,10000,7699,3.08,0.61,0.71,0.58,1.34,57.1,78.6,20.1,282008,77241,6369,2129,2309,1646,284,6207,3631,1182,608,786,6339,4859,1480,3346,1421,1242,683,8114,5238,688,1065,1122,3809,3676,134,3230,356,2874,7250,8887,3916,4970,4838,1104,763,2972,3885,14968,14422,546,21436,10492,10944,4193,6751,18991,9262,3896,358,5476,10604,3690,2092,1258,341,576,574,2100,2557,1107,9540,500,3015,707,1874,434,2159,637,1364,158,986,311,589,86,110,641,1447,680,11996,2383,1121,2106,6386,38137,6177,19754,3928,182,15644,12206,7161,4660,97,2404,33086,2221,6266,3934,20666,3958,4656,2565,9486,53816,22800,2732,4183,1830,1183,12873,11620,15672,12553,3118,3723,250993,141770,16320,18277,107173,109223,77241,62273,14968,21436,3933,260,17243,10604,4126,2814,2557,1107,9540,8859,680,11996,949,366,4295,6386,38137,4324,1380,7037,25396,7161,97,7065,33086,2078,2761,6976,21272,22800,911,1836,4947,15106,708341,37002,2239,34763,3934,3680,12395,2540,2421,872,8922,282008,165791,116217
2011-09-01,10000,7725,3.08,0.61,0.7,0.57,1.33,57,78.2,20.5,270010,69496,6587,2754,2268,1282,284,5901,3497,1058,629,716,6054,4732,1323,3305,1353,1265,687,8308,5524,638,1056,1090,3272,3141,131,3098,307,2791,5782,7987,3466,4521,4084,978,709,2398,3096,12021,11031,990,19190,10662,8529,2735,5794,19218,9969,3643,414,5192,9714,3174,1853,782,539,630,558,2062,2433,858,9318,293,3191,753,1920,518,2027,537,1319,171,921,249,562,110,134,731,1410,612,12429,2348,1119,2136,6825,35001,5093,18356,3466,245,14645,11552,15803,12914,181,2708,28847,2603,5649,4032,16563,2045,4509,2897,7112,50994,22029,2933,4141,1860,1076,12020,11305,11257,8200,3057,6403,241045,133679,14486,18185,101008,107366,69496,57475,12021,19190,2316,419,16456,9714,3643,2781,2433,858,9318,8707,612,12429,939,427,4237,6825,35001,3934,1446,5976,23645,15803,181,15622,28847,2527,2579,6625,17116,22029,1128,1827,4863,14211,707938,31516,2690,28826,4032,2121,9067,2085,2760,845,7916,270010,147898,122113
2011-10-01,10000,7757,3.08,0.62,0.7,0.58,1.32,56.9,78.3,20.3,285605,73052,7859,3805,2428,1307,319,6222,3657,1115,715,735,6445,5095,1350,3356,1350,1287,718,8705,5751,676,1100,1177,2985,2858,126,3324,315,3008,5835,8371,3654,4718,3925,997,769,2159,3135,12891,11844,1046,21924,10853,11071,5287,5785,19033,8886,3916,798,5433,10132,2945,1588,861,496,885,966,2110,2309,917,13723,636,5359,1751,2714,893,2895,831,1791,272,1255,396,697,161,144,1075,1570,792,13357,2333,1175,2048,7801,37174,5434,20017,4727,253,15038,11722,14581,11820,283,2478,29992,2151,6038,4055,17749,1858,4191,2996,8703,52638,21912,2979,4288,1671,1106,11867,12406,11661,8431,3230,6658,254879,144134,16694,23652,103788,110745,73052,60161,12891,21924,4687,600,16637,10132,3479,3427,2309,917,13723,12932,792,13357,812,368,4375,7801,37174,5171,1578,5992,24432,14581,283,14298,29992,2057,2984,6550,18401,21912,488,1763,5086,14576,707073,32337,2077,30260,4055,3351,8546,2590,2794,1003,7921,285605,155017,130588
2011-11-01,10000,7781,3.07,0.62,0.7,0.57,1.32,57,79.1,19.9,273428,70532,6306,2257,2333,1367,349,6378,3658,1189,728,803,6613,5075,1538,3215,1257,1260,699,7908,4913,732,1078,1184,2877,2728,149,3527,354,3172,5821,8260,3542,4718,3691,929,801,1961,3206,12731,11618,1113,19080,10597,8483,2891,5592,19191,8041,4564,1554,5032,10577,3492,1668,1217,607,910,892,2087,2221,974,14045,633,5349,1827,2707,815,2767,878,1669,221,1342,471,705,166,167,1281,1586,920,13125,2205,1159,2030,7731,36766,4766,18944,4030,150,14764,13056,11005,8030,114,2862,28042,2214,5946,4136,15746,1364,3776,2734,7872,51064,22230,2758,4084,1834,1077,12477,11048,13274,10221,3053,4511,244594,139538,14137,24689,100712,105056,70532,57801,12731,19080,2151,740,16189,10577,4144,3237,2221,974,14045,13124,920,13125,740,393,4261,7731,36766,4383,2156,5672,24555,11005,114,10892,28042,2079,3187,6546,16229,22230,638,1851,4906,14835,706128,30592,2182,28409,4136,2201,7782,2688,2580,882,8139,273428,151486,121942
2011-12-01,10000,7796,3.07,0.64,0.7,0.57,1.32,56.9,79.8,19.9,328080,93539,8172,2603,2390,1825,1353,11327,6053,2038,1583,1653,8809,6699,2110,3421,1272,1392,757,9370,5473,1266,1126,1506,3963,3626,337,4250,467,3783,8363,11971,4090,7881,4248,1165,989,2093,5044,14603,13501,1102,22808,11296,11512,4473,7040,23288,9114,5611,3441,5122,13418,4103,2320,1333,450,1271,1182,2949,2855,1058,14749,59,5840,1978,2934,928,2685,883,1577,225,1759,663,891,205,152,1733,1622,898,13554,2566,1286,2189,7513,38506,4680,21247,4440,190,16617,12579,9962,6712,152,3098,35057,3208,10142,4440,17266,1361,3626,3066,9213,63198,25566,3389,4861,1979,1111,14227,15681,17956,14304,3652,3995,290448,179287,18817,29633,130837,111161,93539,78936,14603,22808,3629,844,18336,13418,4994,4511,2855,1058,14749,13850,898,13554,762,320,4960,7513,38506,4893,2607,6344,24663,9962,152,9810,35057,3097,5523,8668,17770,25566,1443,1978,5634,16511,705456,37309,3145,34164,4440,3353,7552,2628,2771,1198,12222,328080,192905,135174
2012-01-01,10000,7754,3.07,0.63,0.7,0.56,1.32,57,79.7,19.2,283124,69105,5686,1707,2307,1313,359,6061,3665,1012,679,705,6171,4989,1182,3107,1171,1272,665,7731,4959,679,1042,1051,2531,2368,163,3110,269,2841,6183,8106,3571,4535,3467,876,772,1819,2727,14227,13130,1097,16022,10474,5548,2104,3444,28458,12206,7241,3950,5061,9048,2791,1616,902,273,634,696,2295,1920,712,13942,273,5923,1717,3188,1018,2821,761,1828,233,1187,416,651,120,195,1285,1553,705,11649,2290,1049,2328,5982,36262,4557,19585,4515,128,14942,12120,9970,6896,125,2949,27256,2526,6029,3902,14799,1283,2734,3457,7326,61413,21898,2637,3737,1960,1018,12546,11778,23710,20450,3260,4028,243609,144000,13804,24289,105907,99609,69105,54878,14227,16022,1890,214,13918,9048,3271,3145,1920,712,13942,13237,705,11649,878,420,4369,5982,36262,4881,1801,5751,23828,9970,125,9845,27256,2428,3579,5979,15270,21898,456,1893,4427,15123,705246,28996,2353,26643,3902,2160,6349,2537,2906,1039,7750,283124,163401,119723
2012-02-01,10000,7774,3.07,0.62,0.71,0.57,1.32,57.2,80.3,18.8,267855,67024,5848,1873,2342,1273,361,5992,3508,1101,679,705,5938,4765,1173,3264,1164,1419,681,8066,5277,666,1042,1081,2764,2612,152,3177,296,2881,6426,8069,3658,4411,3386,830,718,1837,2751,11342,10174,1169,16619,10525,6094,1921,4173,29895,12986,7797,3971,5141,8333,2583,1550,556,476,492,729,1896,1942,691,9346,383,4026,1093,2367,567,1610,456,1018,136,772,257,431,84,178,861,1013,501,12937,2255,1248,2552,6881,36226,4272,20346,5592,216,14538,11608,11140,8384,126,2631,27161,1721,4900,3862,16679,1016,3943,3428,8292,49174,21899,2830,3689,1625,972,12784,10895,11809,8666,3142,4571,240581,139732,13594,18289,107848,100849,67024,55681,11342,16619,1736,185,14698,8333,3087,2613,1942,691,9346,8845,501,12937,700,811,4544,6881,36226,6124,1539,5510,23053,11140,126,11014,27161,1633,2703,5750,17076,21899,313,1594,4399,15593,704377,29161,1590,27571,3862,3216,7335,1905,3076,1029,7148,267855,153305,114550
2012-03-01,10000,7784,3.08,0.62,0.71,0.57,1.32,57.2,80.6,18.1,303841,73367,6428,2120,2577,1385,346,6465,3849,1159,664,793,6210,4906,1303,3393,1231,1443,718,8550,5630,712,1054,1154,2868,2717,152,3321,322,2999,7133,8422,3730,4692,3778,994,770,2014,3090,13709,13169,539,14989,9921,5068,1324,3744,28159,12291,7707,3388,4773,10006,3216,2090,503,623,896,845,2226,2135,689,12815,150,5844,1908,3241,695,2179,567,1406,206,927,248,562,116,151,910,1841,813,13734,2472,1215,2000,8048,44244,5595,27949,9503,510,17935,10700,14266,9470,793,4003,31554,2956,6863,4146,17588,1788,4585,3390,7825,60707,24029,3365,4212,2049,1056,13347,11040,18612,15509,3103,7027,267162,157681,19718,24440,113523,109481,73367,59658,13709,14989,1054,269,13665,10006,3840,3343,2135,689,12815,12002,813,13734,690,395,4601,8048,44244,10339,2440,6403,25061,14266,793,13473,31554,2870,3889,6842,17953,24029,925,2101,4931,16071,703641,34388,2945,31443,4146,2319,9501,2686,3103,1067,8619,303841,165664,138176
2012-04-01,10000,7757,3.07,0.61,0.72,0.58,1.33,57.3,81.2,17.7,301948,70347,6331,2180,2473,1352,326,6075,3545,1105,644,782,6036,4720,1316,3351,1243,1427,681,8636,5796,709,1022,1110,2623,2479,144,3157,321,2836,6198,8308,3663,4645,3917,1015,756,2146,3213,12503,11907,596,15200,9847,5352,1756,3596,25351,11192,7173,2131,4856,8467,2066,1359,271,436,672,602,2082,2209,836,12314,97,4707,1499,2500,708,2548,742,1525,282,990,297,547,146,145,1076,1584,1167,12159,2299,1172,2114,6574,43114,7306,24313,6999,383,16930,11494,23764,19880,668,3216,31169,2264,7551,3951,17404,1620,3581,3190,9012,60063,22820,3003,4053,1976,1066,12723,11170,14486,10209,4277,11586,264705,145779,14959,22511,108308,118927,70347,57844,12503,15200,1447,309,13443,8467,2517,2905,2209,836,12314,11147,1167,12159,926,379,4280,6574,43114,7599,2056,6095,27364,23764,668,23096,31169,2184,3634,7053,18298,22820,287,2081,4807,15645,703163,34167,2289,31878,3951,3139,8260,3095,3144,1311,8978,301948,154218,147729
2012-05-01,10000,7798,3.07,0.61,0.72,0.58,1.34,57.3,81.2,17.5,287911,72876,6429,2225,2464,1439,300,6137,3624,1123,633,758,6230,4803,1427,3461,1293,1437,730,8809,5932,677,1079,1121,2499,2335,164,3277,327,2950,6601,8232,3527,4705,4426,1313,767,2346,3220,13556,12282,1275,20269,9930,10339,3411,6928,22237,9561,6512,990,5174,10296,3179,1302,1128,750,782,732,2098,2614,890,12409,131,4133,1290,2285,558,2983,917,1830,236,1158,345,681,132,138,1092,1610,1164,12135,2323,1157,2132,6523,40233,5605,22035,5796,310,15929,12593,11273,8409,201,2663,32275,1587,7775,4001,18912,2042,5591,2917,8363,53908,24282,2852,4164,1935,1070,14261,10864,12637,9238,3399,6125,258284,145436,16016,21968,107452,112849,72876,59320,13556,20269,2982,429,16858,10296,3826,2965,2614,890,12409,11245,1164,12135,762,576,4274,6523,40233,6391,1743,6012,26086,11273,201,11072,32275,1456,3175,7834,19810,24282,597,1835,4960,16890,702903,35303,1549,33753,4001,2644,10597,2874,2752,1027,9859,287911,160041,127870
2012-06-01,10000,7801,3.07,0.6,0.73,0.6,1.33,57.5,80.9,17.5,269810,69871,6419,2177,2382,1554,306,5903,3385,1131,599,787,5975,4579,1396,3359,1291,1402,665,8447,5687,645,1029,1086,2795,2588,207,3392,332,3061,5953,7852,3266,4586,4346,1086,763,2497,3390,12041,10961,1080,21111,9685,11427,3334,8093,18865,7975,5337,559,4993,11307,3937,1557,1848,532,1071,621,2055,2688,934,11986,196,3925,1221,2202,502,2976,1019,1763,194,1272,472,658,143,136,924,1619,937,12152,2301,1311,2001,6539,39886,4790,24383,7870,344,16169,10713,7599,4964,113,2522,27980,1451,5938,3835,16757,1074,4379,3113,8190,49053,21957,2887,4176,1724,1042,12128,11642,11249,7896,3353,4206,242713,141224,18584,21841,100799,101490,69871,57830,12041,21111,2815,519,17777,11307,4700,2985,2688,934,11986,11048,937,12152,801,392,4420,6539,39886,8372,2262,5630,23622,7599,113,7486,27980,1383,2775,6410,17412,21957,514,1859,4843,14740,702451,31022,1641,29381,3835,3305,8207,2499,2912,1086,7537,269810,150813,118997
2012-07-01,10000,7804,3.07,0.59,0.72,0.59,1.33,57.6,81.3,17,283295,73734,6611,2115,2348,1871,276,5839,3225,1194,591,829,5953,4451,1502,3402,1388,1374,640,7907,5070,701,1049,1088,3399,3224,174,3306,334,2972,6304,9104,3651,5453,5033,1132,810,3091,3732,13143,12085,1059,21020,9402,11618,4247,7371,17934,7869,4574,337,5153,12507,4656,1793,2439,424,986,777,2284,2778,1026,12632,313,4292,1202,2550,540,3278,1062,2007,208,1346,488,733,125,148,888,1608,758,13649,2467,1193,2280,7710,41804,5605,23725,7381,239,16106,12474,9242,6090,140,3013,29508,1610,5670,3911,18316,1958,5082,3049,8228,51266,23471,2904,4368,1879,1047,13274,11365,12210,9002,3208,4220,255501,146074,20453,22697,102924,109427,73734,60590,13143,21020,3920,327,16773,12507,5400,3303,2778,1026,12632,11874,758,13649,977,493,4470,7710,41804,7867,1972,5688,26277,9242,140,9103,29508,1538,2798,6297,18876,23471,752,1932,5028,15760,702145,32584,1696,30887,3911,2614,10051,2563,2764,1065,7918,283295,156546,126748
2012-08-01,10000,7812,3.06,0.59,0.73,0.6,1.32,57.7,82,16.6,286036,77611,6465,2276,2297,1623,269,5864,3349,1118,573,823,6129,4685,1444,3403,1423,1340,641,7638,4906,665,1037,1029,4020,3860,160,3246,347,2899,7415,9071,4078,4993,5196,1144,771,3281,3874,15291,14778,513,19570,9385,10185,4604,5582,19341,9768,4012,306,5255,10895,3673,1535,1605,533,787,665,2194,2651,926,9126,388,2899,738,1780,381,2166,669,1332,165,1009,341,572,97,113,673,1378,501,12925,2416,1247,1969,7292,40895,6246,22716,6478,254,15984,11934,6797,4574,74,2150,32851,1843,6086,3852,21071,3618,5543,2941,8968,56025,25051,2987,4179,1669,1066,15151,11431,14298,11134,3163,5245,255062,144656,18641,18870,107146,110406,77611,62320,15291,19570,3916,687,14966,10895,4360,2959,2651,926,9126,8626,501,12925,836,351,4446,7292,40895,7012,1793,6505,25584,6797,74,6723,32851,1755,2664,6902,21530,25051,762,1790,4908,17592,702481,36405,2067,34338,3852,3594,12791,2335,2448,859,8459,286036,162727,123309
2012-09-01,10000,7782,3.06,0.58,0.73,0.61,1.33,57.8,82.5,15.9,266705,69859,6702,2950,2248,1231,272,5729,3448,983,600,699,5838,4521,1317,3369,1358,1354,658,7805,5160,605,1043,998,3494,3343,151,3049,321,2728,5735,8150,3443,4707,4354,1004,725,2626,3155,12477,11532,945,16391,8894,7497,2094,5402,19307,10629,3478,318,4882,9910,2961,1708,697,555,982,709,1993,2425,840,8978,231,3142,816,1847,479,1962,496,1311,155,883,276,518,90,150,704,1331,575,12366,2321,1073,1968,7004,39470,5450,22819,6898,180,15740,11202,12100,9613,160,2327,27422,1646,5799,3833,16144,1666,3671,3074,7733,50903,21564,2978,4157,1714,1026,11689,10109,12353,9292,3061,6878,237366,134737,15292,18674,100771,102629,69859,57382,12477,16391,1743,352,14296,9910,3639,3005,2425,840,8978,8403,575,12366,752,478,4132,7004,39470,7304,1960,5971,24235,12100,160,11940,27422,1542,2687,6551,16642,21564,312,1789,4843,14620,702211,30298,1668,28630,3833,2516,8091,2416,2979,887,7907,266705,146371,120334
2012-10-01,10000,7802,3.06,0.59,0.73,0.6,1.33,57.8,82.4,16,284238,71635,7781,3859,2313,1280,328,6021,3510,1062,707,741,6214,4880,1334,3390,1281,1418,691,8168,5339,659,1083,1087,3215,3065,150,3405,328,3077,5701,8605,3546,5059,3872,958,758,2156,2957,12307,11249,1058,18902,9534,9369,3730,5639,19433,9222,3698,858,5656,11184,3181,1642,1052,488,986,1380,2172,2391,1072,12833,260,4991,1499,2768,724,2652,809,1648,196,1186,373,669,143,171,1089,1615,870,13867,2463,1386,2168,7850,40470,6747,20851,5594,175,15081,12873,14954,12639,121,2194,29227,1388,5766,3887,18186,1761,4640,3273,8511,51733,22085,2986,4322,1974,1078,11724,10901,11365,8181,3184,7383,254589,142028,15582,23025,103421,112561,71635,59328,12307,18902,3324,405,15172,11184,3943,3777,2391,1072,12833,11963,870,13867,690,611,4716,7850,40470,5972,1537,5968,26992,14954,121,14834,29227,1282,2756,6318,18871,22085,370,1976,5146,14593,702600,32092,1409,30683,3887,3155,9457,2381,2966,866,7972,284238,151866,132372
2012-11-01,10000,7784,3.06,0.58,0.73,0.6,1.33,57.8,82.8,15.9,273772,69959,6480,2527,2229,1368,356,6225,3459,1204,742,820,6377,4886,1491,3182,1162,1350,670,7721,4831,707,1060,1124,2856,2697,160,3487,351,3136,5718,8385,3433,4952,3522,898,769,1855,3295,12710,11686,1024,18868,9056,9812,2291,7521,19941,8524,4488,1892,5036,10300,3084,1458,1259,367,1177,854,2151,2221,813,14546,619,5728,2058,2859,811,2646,832,1605,209,1446,560,741,145,148,1424,1604,931,13238,2345,1134,1981,7777,38412,5435,19596,3964,208,15425,13381,9399,6969,67,2363,28090,1770,5821,3929,16570,1801,4017,2909,7843,51018,22410,2836,4007,1632,1033,12901,10982,12465,9319,3146,5161,245164,139071,13635,24226,101210,106093,69959,57249,12710,18868,2012,279,16577,10300,3960,3307,2221,813,14546,13615,931,13238,741,275,4446,7777,38412,4449,2044,6049,25871,9399,67,9332,28090,1695,3010,6439,16947,22410,779,1696,4800,15135,702622,31131,1821,29310,3929,2522,8883,2323,2780,899,7974,273772,150441,123330
2012-12-01,10000,7798,3.06,0.6,0.73,0.6,1.33,57.7,82.4,16.9,325492,94014,8227,2721,2301,1874,1331,11491,5980,2151,1690,1670,8643,6544,2099,3492,1261,1476,755,9545,5714,1177,1145,1508,3896,3545,351,4220,465,3756,8411,12311,3992,8319,4251,1127,986,2137,5166,14362,13407,954,19928,10041,9887,2427,7460,24872,10160,5908,3814,4991,13107,3670,1763,1398,509,1409,1121,2937,2860,1110,14850,175,6085,2125,3048,912,2643,884,1574,185,1645,624,859,162,139,1714,1704,745,13580,2581,1374,2458,7167,41973,4901,23793,5980,156,17657,13278,8846,5440,116,3290,34453,2448,9824,4517,17664,1244,3885,3384,9152,59868,25189,3406,5255,1772,1164,13593,14290,15900,12639,3262,4489,290812,180695,17735,29466,133494,110117,94014,79653,14362,19928,2077,350,17501,13107,4780,4357,2860,1110,14850,14105,745,13580,886,388,5139,7167,41973,6739,2875,6431,25928,8846,116,8731,34453,2349,5495,8447,18162,25189,904,1897,5976,16412,702662,36678,2429,34250,4517,3349,7884,2304,2932,1068,12195,325492,189315,136176
2013-01-01,10000,7722,3.06,0.6,0.73,0.6,1.33,57.6,83.7,15.4,288934,69041,5696,1829,2251,1280,336,5901,3489,1012,668,731,6193,5014,1180,3068,1110,1317,640,7771,5067,631,1025,1047,2532,2326,206,3049,279,2770,6080,8406,3546,4860,3375,860,729,1785,2993,13977,13017,960,14852,8877,5974,2307,3667,29780,12942,7527,4158,5151,8985,2908,1599,847,462,665,694,2062,1955,701,13027,38,5608,1736,3047,825,2734,808,1704,222,1169,418,643,108,147,1276,1584,471,11999,2224,1116,2335,6323,39627,5446,21370,6110,109,15151,12811,10945,8210,115,2621,27775,2170,6078,3830,15696,1643,3356,3057,7640,62903,22814,2645,4012,1842,1018,13297,11777,23338,20266,3072,4975,248844,146719,15550,23498,107671,102125,69041,55064,13977,14852,2046,261,12545,8985,3404,2925,1955,701,13027,12556,471,11999,1003,238,4435,6323,39627,6545,2018,5872,25192,10945,115,10831,27775,2086,3687,5831,16170,22814,465,1814,4620,15915,702739,30149,2003,28146,3830,2485,7666,2401,2793,1021,7948,288934,163432,125502
2013-02-01,10000,7764,3.06,0.6,0.74,0.6,1.32,57.8,83.3,15.9,268099,65406,5781,1997,2216,1232,336,5703,3369,1021,621,693,5855,4695,1161,3112,1106,1359,647,7685,5020,632,1019,1014,2553,2384,169,3085,289,2796,6459,7825,3519,4307,3262,852,696,1714,2844,11241,10250,991,14704,9319,5385,1376,4009,30207,13178,7862,3985,5182,7994,2460,1322,731,407,595,597,1689,1970,683,9641,207,4334,1348,2459,528,1732,497,1101,134,794,232,485,77,162,792,1188,432,11792,2181,1258,2040,6313,40687,4193,24671,8362,194,16116,11822,11724,8659,126,2939,27330,1621,5507,3761,16441,1169,3658,3841,7772,48616,21349,2922,3939,1596,994,11898,10988,11422,8455,2967,4857,240832,141558,15408,19064,107085,99274,65406,54165,11241,14704,1177,199,13328,7994,2947,2393,1970,683,9641,9209,432,11792,607,396,4477,6313,40687,8847,2085,5695,24061,11724,126,11598,27330,1519,3124,5781,16906,21349,312,1658,4666,14713,702502,28653,1560,27093,3761,3046,7142,2215,2771,894,7262,268099,147424,120675
2013-03-01,10000,7770,3.06,0.59,0.74,0.6,1.33,57.9,83.5,15.3,316166,74663,6539,2290,2532,1375,343,6626,3897,1166,637,927,6474,5148,1326,3445,1247,1510,687,8247,5370,722,1080,1075,2881,2698,183,3316,343,2972,7188,8450,3781,4669,3919,1042,807,2070,3352,14227,13723,504,18480,8562,9918,2429,7489,27562,12271,7540,2770,4980,9344,2668,1539,593,536,622,665,2245,2364,780,13921,143,6548,2121,3610,818,2471,705,1512,254,889,282,489,118,158,939,1967,806,13892,2597,1149,2247,7898,49324,5890,32479,13414,555,18510,10956,13244,8634,878,3733,31531,2381,7350,4108,17693,1881,4565,3361,7885,64204,25908,3256,4359,2463,1128,14702,11430,18134,15023,3111,8732,277870,163708,23281,25806,114621,114162,74663,60436,14227,18480,1976,453,16051,9344,3154,3045,2364,780,13921,13115,806,13892,738,456,4800,7898,49324,14403,2647,6174,26100,13244,878,12367,31531,2299,3766,7220,18246,25908,712,2323,5186,17687,701433,34228,2327,31901,4108,2756,9557,2921,3111,1006,8443,316166,170541,145624
2013-04-01,10000,7801,3.06,0.6,0.74,0.6,1.34,57.8,83.8,15.6,304382,70637,6451,2325,2474,1332,320,6158,3598,1137,623,800,6417,5054,1364,3368,1194,1500,674,8283,5502,694,1051,1037,2459,2301,158,3258,352,2907,6291,8075,3540,4535,3886,1021,799,2066,3265,12725,12155,569,18106,8871,9235,2598,6637,24057,10362,6747,1877,5071,9057,2401,1441,360,599,724,705,2106,2346,776,12420,136,4857,1472,2797,588,2671,744,1702,224,915,286,501,128,147,1007,1722,965,12522,2267,1312,2016,6927,42238,7186,22582,6063,411,16109,12470,20902,17133,635,3135,31936,2017,7391,3979,18549,1750,4513,3585,8701,62506,25100,2787,4327,1744,1040,15201,11808,13968,9807,4162,11630,266976,145127,15367,22344,107416,121849,70637,57912,12725,18106,2145,453,15508,9057,3041,2894,2346,776,12420,11456,965,12522,738,412,4446,6927,42238,6715,1802,5905,27816,20902,635,20268,31936,1945,3497,7106,19388,25100,782,1830,5010,17477,700944,34891,2089,32802,3979,3348,9455,2940,3289,1251,8540,304382,157044,147338
2013-05-01,10000,7788,3.05,0.6,0.74,0.6,1.34,57.7,83.2,15.9,282366,74302,6499,2313,2489,1401,296,6300,3740,1153,601,806,6467,5028,1439,3487,1268,1529,690,8494,5663,694,1079,1057,2538,2370,168,3274,335,2940,6607,8296,3641,4656,4560,1360,824,2376,3330,14449,13183,1266,19362,8952,10410,4120,6290,21662,9547,6145,1026,4944,10025,2648,1373,620,655,827,774,2123,2651,1002,13243,244,4436,1293,2572,570,3150,983,1920,247,1228,424,669,135,129,1170,1708,1178,12554,2221,1238,2070,7026,36408,5271,19275,3465,301,15510,11862,11048,8479,163,2406,30944,1334,7425,3851,18334,1844,5278,2837,8374,52817,24246,2936,4413,2218,1035,13644,10601,12731,9200,3530,5240,253794,143591,13997,22469,107124,110203,74302,59854,14449,19362,3715,405,15242,10025,3336,3035,2651,1002,13243,12065,1178,12554,801,465,4263,7026,36408,3964,1500,5964,24980,11048,163,10885,30944,1228,3124,7388,19205,24246,954,1876,5179,16236,701270,33934,1400,32534,3851,2564,9950,2951,2629,1088,9501,282366,158513,123853
2013-06-01,10000,7806,3.05,0.58,0.76,0.61,1.34,58,84,15.1,269418,72216,6613,2303,2404,1615,291,5961,3466,1112,590,792,6511,4995,1516,3407,1313,1436,658,8467,5737,646,1052,1033,2668,2505,162,3433,351,3081,5997,7980,3352,4628,4554,1086,863,2606,3690,12935,11896,1038,17521,8915,8606,2894,5712,19213,8331,5211,633,5037,11460,4096,1834,1850,412,823,680,2066,2912,883,12877,468,4341,1396,2423,523,3144,1094,1855,196,1203,435,632,137,124,1012,1759,825,13062,2200,1234,2205,7424,36722,4761,21143,5541,368,15234,10817,7095,4535,92,2468,29689,1535,6268,3753,18133,1506,5112,3027,8488,49564,23093,3117,4269,1964,1048,12695,11994,10764,7533,3230,3714,242946,141621,16219,22254,103148,101325,72216,59281,12935,17521,2514,380,14627,11460,4692,2972,2912,883,12877,12052,825,13062,995,433,4210,7424,36722,6144,1655,6026,22897,7095,92,7003,29689,1430,2856,6364,19037,23093,443,1905,5049,15695,700897,32587,1641,30947,3753,3280,9219,2847,2865,1047,7935,269418,149322,120096
