lng,lat
34.70613536,135.4595139
34.70615938,135.4649719
34.70618316,135.4704299
34.70620671,135.4758879
34.70623004,135.481346
34.70625314,135.486804
34.70627601,135.492262
34.70629866,135.49772
34.70632108,135.5031781
34.70634327,135.5086362
34.7063652,135.5140943
34.70638686,135.5195524
34.70640822,135.5250105
34.70642928,135.5304687
34.70645011,135.5359268
34.70647074,135.5413848
34.70649113,135.5468429
34.70651127,135.5523009
34.70653116,135.557759
34.70655081,135.563217
34.70657022,135.5686751
34.7065894,135.5741332
34.70660834,135.5795913
34.70662705,135.5850493
34.7066455,135.5905074
34.70666371,135.5959655
34.70140016,135.410425
34.70142652,135.4158825
34.70145261,135.4213401
34.70147845,135.4267976
34.70150402,135.4322552
34.70152934,135.4377127
34.7015544,135.4431703
34.70157921,135.4486278
34.70160377,135.4540854
34.70162806,135.4595431
34.70167587,135.4704585
34.70169942,135.4759163
34.70172274,135.481374
34.70174583,135.4868318
34.7017687,135.4922895
34.70179133,135.4977473
34.70181374,135.503205
34.7018359,135.5086628
34.70185781,135.5141206
34.70187945,135.5195785
34.7019008,135.5250363
34.70192184,135.5304942
34.70194267,135.535952
34.7019633,135.5414097
34.70198369,135.5468674
34.70200383,135.5523251
34.70202372,135.5577829
34.70204338,135.5632406
34.70206279,135.5686984
34.70208196,135.5741562
34.7021009,135.579614
34.70211959,135.5850718
34.70213804,135.5905296
34.69689275,135.4104569
34.69691912,135.4159141
34.69694523,135.4213714
34.69697108,135.4268287
34.69699666,135.4322859
34.69702199,135.4377432
34.69704706,135.4432004
34.69707189,135.4486576
34.69709646,135.4541149
34.69712077,135.4595722
34.6971448,135.4650296
34.69716857,135.4704871
34.69719211,135.4759446
34.69721543,135.4814021
34.69723851,135.4868595
34.69726137,135.492317
34.697284,135.4977745
34.69730639,135.5032319
34.69732854,135.5086894
34.69735042,135.514147
34.69737205,135.5196045
34.6973934,135.525062
34.69741445,135.5305195
34.69743528,135.535977
34.69745589,135.5414345
34.69747626,135.5468919
34.6974964,135.5523493
34.69751629,135.5578068
34.69753594,135.5632642
34.69755535,135.5687217
34.69757452,135.5741792
34.69759345,135.5796367
34.69761214,135.5850942
34.69763059,135.5905517
34.69238535,135.4104888
34.69241173,135.4159458
34.69243786,135.4214027
34.71073734,135.4813179
34.71118913,135.601402
34.73320327,135.4647982
34.72859834,135.4429894
34.72892373,135.5194221
34.71984307,135.5030973
34.71502607,135.432163
34.7156043,135.5740871
34.71569658,135.6013805
34.70593392,135.4158509
34.70165209,135.4650008
34.70215625,135.5959873
34.7471563,135.5739254
34.74717525,135.5793863
34.74719394,135.5848471
34.74721237,135.5903079
34.74723057,135.5957686
34.74724854,135.6012294
34.74174715,135.3664548
34.74177536,135.3719151
34.74180337,135.3773754
34.74183115,135.3828357
34.7418587,135.3882959
34.741886,135.3937562
34.74191304,135.3992164
34.74193981,135.4046766
34.74196633,135.4101368
34.7419926,135.4155971
34.74201862,135.4210573
34.74204441,135.4265176
34.74206995,135.431978
34.74209524,135.4374383
34.74212029,135.4428987
34.74214508,135.4483591
34.74216961,135.4538195
34.7421939,135.4592799
34.74221796,135.4647403
34.74224178,135.4702006
34.74226535,135.475661
34.74262972,135.568488
34.74264891,135.5739486
34.74266785,135.5794091
34.74268653,135.5848696
34.74270496,135.5903301
34.74272315,135.5957906
34.74274111,135.601251
34.7372398,135.3664892
34.73726803,135.3719492
34.73729604,135.3774092
34.73732384,135.3828692
34.7373514,135.3883292
34.73737872,135.3937891
34.73740577,135.3992491
34.73743254,135.404709
34.73745907,135.4101689
34.73748533,135.4156289
34.73751136,135.4210889
34.73753713,135.4265489
34.73756266,135.4320089
34.73758794,135.4374689
34.73761297,135.442929
34.73763775,135.448389
34.73766227,135.4538491
34.73768655,135.4593092
34.73771061,135.4647693
34.73773443,135.4702293
34.73812231,135.5685115
34.7381415,135.5739717
34.73816044,135.5794319
34.73817913,135.5848921
34.73819756,135.5903523
34.73821575,135.5958125
34.73823371,135.6012726
34.73273244,135.3665236
34.73276067,135.3719833
34.7327887,135.377443
34.7328165,135.3829027
34.73284408,135.3883624
34.73287142,135.3938221
34.73289848,135.3992818
34.73292526,135.4047414
34.73295179,135.410201
34.73297806,135.4156607
34.73300408,135.4211204
34.73302985,135.4265801
34.73305537,135.4320397
34.73308063,135.4374994
34.73310565,135.4429592
34.73349454,135.5357756
34.7335152,135.5412355
34.73359546,135.563075
34.7336149,135.5685349
34.73363409,135.5739948
34.73365303,135.5794547
34.73367173,135.5849146
34.73369016,135.5903745
34.73370835,135.5958344
34.7337263,135.6012942
34.72822505,135.366558
34.72825328,135.3720174
34.72828132,135.3774768
34.72830914,135.3829363
34.72833674,135.3883957
34.72836412,135.393855
34.7283912,135.3993144
34.72841797,135.4047738
34.72844449,135.4102331
34.72847077,135.4156925
34.72849679,135.4211519
34.72852255,135.4266112
34.72854806,135.4320706
34.72857332,135.43753
34.72906835,135.5576391
34.72908803,135.5630987
34.72910747,135.5685583
34.72912666,135.5740179
34.72914561,135.5794775
34.72916431,135.5849371
34.72918275,135.5903967
34.72920094,135.5958562
34.72921888,135.6013158
34.72371764,135.3665924
34.72374586,135.3720515
34.7237739,135.3775106
34.72380174,135.3829698
34.72382938,135.3884289
34.7238568,135.393888
34.7238839,135.3993471
34.72391066,135.4048061
34.72393718,135.4102652
34.72396344,135.4157242
34.72398946,135.4211833
34.72401523,135.4266424
34.72404074,135.4321014
34.72406601,135.4375605
34.72409102,135.4430196
34.72460003,135.5685817
34.72461922,135.574041
34.72463817,135.5795003
34.72467532,135.5904188
34.72469351,135.5958781
34.72471146,135.6013374
34.71921018,135.3666268
34.7192384,135.3720856
34.71926644,135.3775444
34.7192943,135.3830033
34.71932196,135.3884621
34.71934942,135.3939209
34.71937653,135.3993797
34.7194033,135.4048384
34.71942982,135.4102972
34.71945609,135.4157559
34.71948211,135.4212147
34.71950789,135.4266734
34.71953341,135.4321322
34.71955868,135.437591
34.71982058,135.4976384
34.72011176,135.5740641
34.72016787,135.590441
34.72018607,135.5959
34.72020402,135.6013589
34.71470269,135.3666611
34.7147309,135.3721197
34.71475895,135.3775782
34.71478681,135.3830368
34.71481448,135.3884953
34.71484193,135.3939538
34.71486907,135.3994123
34.71489587,135.4048707
34.71492242,135.4103292
34.71494871,135.4157876
34.71497475,135.4212461
34.71500054,135.4267045
34.71019518,135.3666955
34.71022336,135.3721538
34.71025142,135.377612
34.7102793,135.3830702
34.71030697,135.3885284
34.71033442,135.3939866
34.71036157,135.3994448
34.71038842,135.404903
34.710415,135.4103611
34.71044132,135.4158193
34.71046738,135.4212774
34.70568763,135.3667299
34.7057158,135.3721878
34.70574386,135.3776458
34.70577176,135.3831037
34.70579944,135.3885616
34.70582691,135.3940195
34.70585408,135.3994773
34.70588096,135.4049352
34.70590758,135.410393
34.70668167,135.6014236
34.70118008,135.3667643
34.70120821,135.3722219
34.7012363,135.3776795
34.70126424,135.3831371
34.70129195,135.3885947
34.70131943,135.3940523
34.70134662,135.3995099
34.70137352,135.4049674
34.7021742,135.6014451
34.69667254,135.3667986
34.69670063,135.372256
34.69672875,135.3777133
34.69675675,135.3831706
34.69678449,135.3886278
34.69681197,135.3940851
34.69683918,135.3995424
34.6968661,135.4049996
34.69764879,135.5960092
34.69766673,135.6014667
34.69216517,135.3668329
34.69219326,135.37229
34.69222137,135.377747
34.69224935,135.383204
34.69227709,135.3886609
34.69230456,135.3941179
34.69233177,135.3995749
34.69235869,135.4050318
34.69246371,135.4268597
34.69248931,135.4323166
34.69251464,135.4377736
34.69253972,135.4432305
34.69258912,135.4541444
34.69261344,135.4596014
34.69263748,135.4650586
34.69266125,135.4705158
34.69268479,135.475973
34.6927081,135.4814301
34.69273118,135.4868873
34.69275404,135.4923445
34.69277665,135.4978017
34.69279903,135.5032588
34.69282116,135.508716
34.69284304,135.5141733
34.69286467,135.5196305
34.69288601,135.5250877
34.69290706,135.5305449
34.69292788,135.5360021
34.69294848,135.5414592
34.69296884,135.5469163
34.69298896,135.5523735
34.69300885,135.5578306
34.6930285,135.5632878
34.6930479,135.568745
34.69306707,135.5742022
34.693086,135.5796594
34.68795635,135.4268907
34.68798195,135.4323473
34.68803237,135.4432607
34.68805719,135.4487173
34.68808176,135.454174
34.68810608,135.4596308
34.68813012,135.4650876
34.68815391,135.4705444
34.68817746,135.4760013
34.68820077,135.4814582
34.68822384,135.4869151
34.68824669,135.492372
34.68826929,135.4978288
34.68829166,135.5032857
34.68831379,135.5087426
34.68833566,135.5141995
34.68835729,135.5196565
34.68837863,135.5251134
34.68839967,135.5305702
34.68842048,135.5360271
34.68844107,135.541484
34.68846142,135.5469408
34.68848153,135.5523976
34.68850141,135.5578545
34.68852106,135.5633114
34.68854046,135.5687682
34.68855963,135.5742251
34.68857856,135.5796821
34.68344899,135.4269217
34.6834746,135.4323781
34.68349994,135.4378344
34.68352502,135.4432908
34.68354984,135.4487472
34.6835744,135.4542036
34.68359871,135.4596601
34.68362276,135.4651166
34.68364657,135.4705731
34.68367012,135.4760297
34.68369343,135.4814863
34.6837165,135.4869429
34.68373933,135.4923994
34.68376193,135.497856
34.68378428,135.5033126
34.68380639,135.5087692
34.68382826,135.5142258
34.68384987,135.5196824
34.6838712,135.525139
34.68389225,135.5305956
34.68391306,135.5360521
34.68393364,135.5415087
34.68395398,135.5469652
34.68397409,135.5524218
34.68399397,135.5578783
34.68401361,135.5633349
34.67888965,135.4160405
34.67891578,135.4214966
34.67894164,135.4269527
34.67896725,135.4324088
34.67899259,135.4378649
34.67901766,135.443321
34.67904248,135.4487771
34.67906704,135.4542332
34.67909134,135.4596894
34.6791154,135.4651456
34.67913921,135.4706018
34.67916277,135.4760581
34.67918608,135.4815144
34.67920915,135.4869706
34.67923197,135.4924269
34.67925456,135.4978832
34.6792769,135.5033395
34.67929899,135.5087958
34.67932083,135.5142521
34.67934243,135.5197084
34.67936375,135.5251646
34.67938481,135.5306209
34.67940562,135.5360772
34.6794262,135.5415334
34.67944654,135.5469896
34.67946665,135.5524459
34.67948652,135.5579021
34.67950616,135.5633584
34.67435593,135.4106163
34.67438231,135.4160721
34.67440843,135.4215279
34.6744343,135.4269837
34.6744599,135.4324395
34.67448524,135.4378953
34.67451031,135.4433511
34.67453512,135.4488069
34.67455967,135.4542628
34.67458398,135.4597186
34.67460804,135.4651746
34.67463186,135.4706305
34.67465542,135.4760865
34.67467873,135.4815424
34.67470179,135.4869984
34.6747246,135.4924544
34.67474717,135.4979103
34.6747695,135.5033663
34.67479158,135.5088223
34.6748134,135.5142783
34.67483498,135.5197343
34.67485629,135.5251903
34.67487736,135.5306462
34.67489817,135.5361022
34.67491875,135.5415581
34.67493909,135.5470141
34.6749592,135.55247
34.67497906,135.557926
34.6749987,135.563382
34.6697951,135.3997372
34.66982198,135.4051927
34.6698486,135.4106482
34.6699011,135.4215592
34.66992696,135.4270147
34.66995257,135.4324702
34.6699779,135.4379257
34.67000296,135.4433812
34.67002777,135.4488368
34.67005231,135.4542923
34.67007661,135.4597479
34.67010068,135.4652035
34.6701245,135.4706592
34.67014807,135.4761148
34.67017137,135.4815705
34.67019443,135.4870262
34.67021723,135.4924818
34.67023978,135.4979375
34.67026209,135.5033932
34.67028416,135.5088488
34.67030597,135.5143045
34.67032753,135.5197602
34.67034884,135.5252159
34.6703699,135.5306715
34.67039072,135.5361272
34.67041129,135.5415828
34.67043163,135.5470385
34.67045174,135.5524941
34.6704716,135.5579498
34.67049124,135.5634055
34.66523339,135.3888593
34.66526072,135.3943145
34.66528781,135.3997697
34.66531467,135.4052249
34.66534128,135.4106801
34.66536765,135.4161353
34.66539376,135.4215905
34.66541962,135.4270457
34.66544523,135.4325009
34.66547056,135.4379562
34.66549562,135.4434114
34.66552042,135.4488666
34.66554497,135.4543219
34.66556927,135.4597772
34.66559334,135.4652325
34.66561716,135.4706879
34.66564072,135.4761432
34.66566401,135.4815986
34.66568706,135.4870539
34.66570985,135.4925093
34.66573239,135.4979646
34.66575468,135.50342
34.66577673,135.5088754
34.66579853,135.5143308
34.66582008,135.5197861
34.66584138,135.5252415
34.66586243,135.5306969
34.66588325,135.5361522
34.66590383,135.5416076
34.66592417,135.5470629
34.66594428,135.5525183
34.66596415,135.5579736
34.66598379,135.5634291
34.66078052,135.3998021
34.66080736,135.405257
34.66083396,135.4107119
34.66086031,135.4161668
34.66088642,135.4216218
34.66091228,135.4270767
34.66093789,135.4325316
34.66096321,135.4379866
34.66098826,135.4434415
34.66101307,135.4488965
34.66103762,135.4543515
34.66106193,135.4598065
34.661086,135.4652615
34.66110982,135.4707165
34.66113337,135.4761716
34.66115665,135.4816266
34.66117968,135.4870817
34.66120246,135.4925367
34.66122499,135.4979918
34.66124727,135.5034468
34.6612693,135.5089019
34.66129109,135.514357
34.66131262,135.519812
34.66133392,135.5252671
34.66135496,135.5307222
34.66137578,135.5361772
34.66139636,135.5416323
34.66141671,135.5470874
34.66143682,135.5525424
34.6614567,135.5579975
34.66147633,135.5634527
34.65635298,135.4161984
34.65637908,135.421653
34.65640492,135.4271077
34.65643052,135.4325623
34.65645585,135.438017
34.6564809,135.4434717
34.65650571,135.4489263
34.65653027,135.454381
34.65655458,135.4598357
34.65657865,135.4652905
34.65660247,135.4707452
34.65662602,135.4761999
34.65664929,135.4816547
34.6566723,135.4871094
34.65669507,135.4925642
34.65671759,135.4980189
34.65673985,135.5034737
34.65676187,135.5089284
34.65678365,135.5143832
34.65680517,135.519838
34.65682645,135.5252927
34.65684749,135.5307475
34.6568683,135.5362023
34.65688889,135.541657
34.65690925,135.5471118
34.65692936,135.5525666
34.65694924,135.5580214
34.65696887,135.5634763
34.65189756,135.4271386
34.65192315,135.432593
34.65194847,135.4380474
34.65197353,135.4435018
34.65199834,135.4489562
34.6520229,135.4544106
34.65204722,135.459865
34.65207129,135.4653194
34.65209511,135.4707739
34.65211864,135.4762283
34.6521419,135.4816827
34.65216491,135.4871372
34.65218767,135.4925916
34.65221018,135.498046
34.65223244,135.5035005
34.65225445,135.508955
34.65227621,135.5144094
34.65229773,135.5198639
34.652319,135.5253183
34.65234003,135.5307728
34.65236084,135.5362273
34.65238143,135.5416818
34.65240179,135.5471363
34.6524219,135.5525908
34.65244178,135.5580453
34.65246141,135.5634998
34.64744109,135.4380778
34.64746616,135.4435319
34.64749097,135.448986
34.64751552,135.4544401
34.64753984,135.4598942
34.6475639,135.4653484
34.64758771,135.4708025
34.64761124,135.4762566
34.64763451,135.4817107
34.64765752,135.4871649
34.64768027,135.492619
34.64770277,135.4980732
34.64772501,135.5035273
34.64774701,135.5089815
34.64776877,135.5144356
34.64779028,135.5198898
34.64781155,135.525344
34.64783258,135.5307981
34.64785339,135.5362523
34.64787398,135.5417065
34.64789433,135.5471607
34.64791444,135.552615
34.64793432,135.5580692
34.64795394,135.5635234
34.64280465,135.4108393
34.64283096,135.416293
34.64285702,135.4217468
34.64288284,135.4272006
34.6429084,135.4326544
34.64295878,135.443562
34.64298358,135.4490158
34.64300814,135.4544696
34.64303245,135.4599235
34.6430565,135.4653773
34.64308031,135.4708311
34.64310384,135.4762849
34.6431271,135.4817388
34.64315011,135.4871926
34.64317286,135.4926464
34.64319535,135.4981003
34.64321759,135.5035541
34.64323958,135.509008
34.64326132,135.5144618
34.69256455,135.4486875
34.68790436,135.4159774
34.68405218,135.5742481
34.67886326,135.4105845
34.65621886,135.3889253
34.65624616,135.3943799
34.65627322,135.3998345
34.65171159,135.3889583
34.65173887,135.3944126
34.65176592,135.3998669
34.64720431,135.3889913
34.64723158,135.3944453
34.6427781,135.4053855
34.64293372,135.4381082
34.6743024,135.3997048
34.67432929,135.4051606
34.66971308,135.3833707
34.66987498,135.4161037
34.66517808,135.3779488
34.66520584,135.383404
34.66075344,135.3943472
34.65184564,135.4162299
34.65187173,135.4216843
34.64741578,135.4326237
34.69310469,135.5851166
34.69312313,135.5905738
34.69314133,135.596031
34.69315927,135.6014882
34.68765796,135.3668672
34.68768608,135.3723239
34.68771414,135.3777806
34.68774205,135.3832373
34.68776974,135.388694
34.6877972,135.3941507
34.68782439,135.3996074
34.68785131,135.405064
34.68787797,135.4105207
34.68793049,135.421434
34.68800729,135.437804
34.68859724,135.585139
34.68861568,135.5905959
34.68863387,135.5960528
34.68865181,135.6015098
34.68315075,135.3669014
